TOPIC,TAXONOMY,CLASSIFICATION,GROUP,SUBGROUP,TIME_PERIOD,ESTIMATE,ESTIMATE_LCI,ESTIMATE_UCI,Barrier_Type
Did not take medication as prescribed to save money,Healthcare access and quality,Demographic Characteristic,Sexual orientation,Gay or Lesbian,2021,9.0,5.9,12.9,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Demographic Characteristic,Sexual orientation,Gay or Lesbian,2022,10.3,6.9,14.6,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Demographic Characteristic,Sexual orientation,Gay or Lesbian,2023,9.4,6.6,12.9,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Demographic Characteristic,Sexual orientation,Gay or Lesbian,2024,8.9,5.9,12.6,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Demographic Characteristic,Sexual orientation,Straight,2019,9.3,8.8,9.8,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Demographic Characteristic,Sexual orientation,Straight,2020,7.9,7.4,8.4,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Demographic Characteristic,Sexual orientation,Straight,2021,6.3,5.8,6.8,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Demographic Characteristic,Sexual orientation,Straight,2022,6.2,5.7,6.6,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Demographic Characteristic,Sexual orientation,Straight,2023,7.3,6.9,7.8,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Demographic Characteristic,Sexual orientation,Straight,2024,7.1,6.7,7.6,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Demographic Characteristic,Veteran status,Veteran,2019,5.7,4.5,7.0,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Demographic Characteristic,Veteran status,Veteran,2020,5.1,3.9,6.7,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Demographic Characteristic,Veteran status,Veteran,2021,3.7,2.8,4.6,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Demographic Characteristic,Veteran status,Veteran,2022,4.8,3.7,6.0,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Demographic Characteristic,Veteran status,Veteran,2023,5.0,3.9,6.4,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Demographic Characteristic,Veteran status,Veteran,2024,4.3,3.4,5.4,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Demographic Characteristic,Veteran status,Non-veteran,2019,10.0,9.4,10.5,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Demographic Characteristic,Veteran status,Non-veteran,2020,8.6,8.1,9.2,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Demographic Characteristic,Veteran status,Non-veteran,2021,7.0,6.6,7.5,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Demographic Characteristic,Veteran status,Non-veteran,2022,6.9,6.5,7.4,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Demographic Characteristic,Veteran status,Non-veteran,2023,8.0,7.6,8.5,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Demographic Characteristic,Veteran status,Non-veteran,2024,8.1,7.6,8.5,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Metropolitan statistical area,Large MSA,2019,8.8,8.1,9.5,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Metropolitan statistical area,Large MSA,2020,8.2,7.5,9.0,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Metropolitan statistical area,Large MSA,2021,6.4,5.8,7.0,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Metropolitan statistical area,Large MSA,2022,6.7,6.1,7.3,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Metropolitan statistical area,Large MSA,2023,7.2,6.7,7.8,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Metropolitan statistical area,Large MSA,2024,7.1,6.6,7.7,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Metropolitan statistical area,Small MSA,2019,10.3,9.4,11.4,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Metropolitan statistical area,Small MSA,2020,8.3,7.5,9.1,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Metropolitan statistical area,Small MSA,2021,6.8,6.1,7.6,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Metropolitan statistical area,Small MSA,2022,6.8,6.1,7.6,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Metropolitan statistical area,Small MSA,2023,8.7,7.9,9.5,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Metropolitan statistical area,Small MSA,2024,8.7,7.9,9.5,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Metropolitan statistical area,Non-MSA,2019,11.0,9.7,12.4,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Metropolitan statistical area,Non-MSA,2020,8.6,7.2,10.1,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Metropolitan statistical area,Non-MSA,2021,8.3,7.2,9.6,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Metropolitan statistical area,Non-MSA,2022,7.1,6.0,8.3,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Metropolitan statistical area,Non-MSA,2023,8.1,6.8,9.5,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Metropolitan statistical area,Non-MSA,2024,8.3,7.3,9.4,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Region,Northeast,2019,6.5,5.6,7.5,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Region,Northeast,2020,6.0,5.1,7.0,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Region,Northeast,2021,4.8,4.0,5.7,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Region,Northeast,2022,5.5,4.6,6.5,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Region,Northeast,2023,5.1,4.2,6.0,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Region,Northeast,2024,5.6,4.8,6.5,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Region,Midwest,2019,10.0,8.9,11.1,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Region,Midwest,2020,7.7,6.7,8.8,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Region,Midwest,2021,6.4,5.6,7.3,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Region,Midwest,2022,6.5,5.6,7.5,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Region,Midwest,2023,7.4,6.5,8.3,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Region,Midwest,2024,7.4,6.6,8.4,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Region,South,2019,11.6,10.7,12.5,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Region,South,2020,9.9,9.0,10.8,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Region,South,2021,8.2,7.4,9.1,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Region,South,2022,8.0,7.3,8.9,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Region,South,2023,9.7,8.9,10.5,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Region,South,2024,9.3,8.5,10.0,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Region,West,2019,8.4,7.4,9.5,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Region,West,2020,7.9,6.8,9.0,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Region,West,2021,6.3,5.5,7.2,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Region,West,2022,5.9,5.1,6.8,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Region,West,2023,7.1,6.2,8.0,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Region,West,2024,7.3,6.5,8.1,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Social vulnerability,Little to no social vulnerability,2019,7.2,6.3,8.3,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Social vulnerability,Little to no social vulnerability,2020,6.5,5.6,7.5,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Social vulnerability,Little to no social vulnerability,2021,5.2,4.4,6.1,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Social vulnerability,Little to no social vulnerability,2022,5.4,4.4,6.5,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Social vulnerability,Little to no social vulnerability,2023,6.8,5.6,8.2,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Social vulnerability,Little to no social vulnerability,2024,5.7,4.8,6.6,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Social vulnerability,Low social vulnerability,2019,9.8,8.8,10.9,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Social vulnerability,Low social vulnerability,2020,7.3,6.5,8.1,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Social vulnerability,Low social vulnerability,2021,6.7,6.0,7.6,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Social vulnerability,Low social vulnerability,2022,6.1,5.3,6.9,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Social vulnerability,Low social vulnerability,2023,6.5,5.7,7.4,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Social vulnerability,Low social vulnerability,2024,7.0,6.1,7.9,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Social vulnerability,Medium social vulnerability,2019,10.2,9.3,11.3,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Social vulnerability,Medium social vulnerability,2020,9.6,8.7,10.5,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Social vulnerability,Medium social vulnerability,2021,7.7,6.8,8.6,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Social vulnerability,Medium social vulnerability,2022,7.4,6.6,8.2,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Social vulnerability,Medium social vulnerability,2023,8.4,7.6,9.3,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Social vulnerability,Medium social vulnerability,2024,8.2,7.4,9.0,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Social vulnerability,High social vulnerability,2019,10.5,9.5,11.6,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Social vulnerability,High social vulnerability,2020,9.2,8.0,10.7,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Social vulnerability,High social vulnerability,2021,6.9,6.0,7.9,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Social vulnerability,High social vulnerability,2022,7.5,6.7,8.3,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Social vulnerability,High social vulnerability,2023,8.7,7.9,9.5,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Social vulnerability,High social vulnerability,2024,9.1,8.3,9.9,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Urbanicity,Large central metro,2019,9.2,8.3,10.2,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Urbanicity,Large central metro,2020,8.7,7.7,9.8,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Urbanicity,Large central metro,2021,6.8,6.0,7.8,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Urbanicity,Large central metro,2022,7.2,6.4,8.0,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Urbanicity,Large central metro,2023,7.5,6.7,8.4,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Urbanicity,Large central metro,2024,7.5,6.7,8.3,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Urbanicity,Large fringe metro,2019,8.6,7.7,9.7,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Urbanicity,Large fringe metro,2020,7.6,6.7,8.7,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Urbanicity,Large fringe metro,2021,5.9,5.1,6.7,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Urbanicity,Large fringe metro,2022,6.1,5.2,7.0,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Urbanicity,Large fringe metro,2023,6.8,6.0,7.6,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Urbanicity,Large fringe metro,2024,6.8,6.0,7.7,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Urbanicity,Medium and small metro,2019,10.1,9.2,11.2,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Urbanicity,Medium and small metro,2020,8.3,7.5,9.1,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Urbanicity,Medium and small metro,2021,6.8,6.0,7.6,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Urbanicity,Medium and small metro,2022,6.8,6.1,7.6,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Urbanicity,Medium and small metro,2023,8.8,8.0,9.6,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Urbanicity,Medium and small metro,2024,8.5,7.8,9.4,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Urbanicity,Nonmetropolitan,2019,11.0,9.7,12.4,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Urbanicity,Nonmetropolitan,2020,8.6,7.3,10.1,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Urbanicity,Nonmetropolitan,2021,8.3,7.2,9.6,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Urbanicity,Nonmetropolitan,2022,7.1,6.0,8.3,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Urbanicity,Nonmetropolitan,2023,8.1,6.8,9.4,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Geographic Characteristic,Urbanicity,Nonmetropolitan,2024,8.5,7.5,9.6,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Education,No high school diploma or GED,2019,11.8,10.1,13.7,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Education,No high school diploma or GED,2020,10.9,8.9,13.2,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Education,No high school diploma or GED,2021,9.0,7.3,10.9,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Education,No high school diploma or GED,2022,9.5,7.7,11.6,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Education,No high school diploma or GED,2023,9.1,7.6,10.9,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Education,No high school diploma or GED,2024,9.1,7.5,11.0,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Education,High school diploma or GED,2019,10.1,9.1,11.1,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Education,High school diploma or GED,2020,8.1,7.2,9.2,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Education,High school diploma or GED,2021,7.5,6.7,8.5,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Education,High school diploma or GED,2022,7.0,6.1,8.0,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Education,High school diploma or GED,2023,8.8,7.9,9.9,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Education,High school diploma or GED,2024,8.1,7.2,9.1,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Education,Some college,2019,11.7,10.8,12.7,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Education,Some college,2020,9.4,8.5,10.4,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Education,Some college,2021,8.8,7.9,9.7,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Education,Some college,2022,8.2,7.4,9.1,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Education,Some college,2023,9.7,8.8,10.7,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Education,Some college,2024,9.3,8.5,10.3,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Education,College degree or higher,2019,6.7,6.1,7.4,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Education,College degree or higher,2020,6.0,5.3,6.6,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Education,College degree or higher,2021,4.4,3.9,5.0,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Education,College degree or higher,2022,4.6,4.1,5.2,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Education,College degree or higher,2023,5.6,5.1,6.3,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Education,College degree or higher,2024,6.1,5.5,6.7,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Employment status,Employed,2019,9.8,9.2,10.5,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Employment status,Employed,2020,8.4,7.7,9.1,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Employment status,Employed,2021,7.0,6.4,7.6,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Employment status,Employed,2022,7.1,6.5,7.8,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Employment status,Employed,2023,7.8,7.2,8.4,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Employment status,Employed,2024,8.6,8.0,9.2,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Employment status,Employed - Full-time,2019,9.7,8.9,10.4,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Employment status,Employed - Full-time,2020,7.9,7.2,8.7,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Employment status,Employed - Full-time,2021,6.7,6.0,7.3,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Employment status,Employed - Full-time,2022,7.0,6.3,7.7,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Employment status,Employed - Full-time,2023,7.8,7.1,8.5,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Employment status,Employed - Full-time,2024,8.6,7.9,9.3,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Employment status,Employed - Part-time,2019,10.7,9.1,12.6,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Employment status,Employed - Part-time,2020,10.4,8.7,12.3,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Employment status,Employed - Part-time,2021,8.1,6.6,9.8,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Employment status,Employed - Part-time,2022,7.5,6.1,9.1,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Employment status,Employed - Part-time,2023,8.0,6.8,9.5,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Employment status,Employed - Part-time,2024,8.7,7.4,10.2,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Employment status,Not employed,2019,9.2,8.4,9.9,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Employment status,Not employed,2020,8.2,7.4,9.0,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Employment status,Not employed,2021,6.4,5.9,7.1,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Employment status,Not employed,2022,6.2,5.7,6.9,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Employment status,Not employed,2023,7.7,7.1,8.4,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Employment status,Not employed,2024,6.5,5.9,7.2,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Employment status,Not employed - Has worked previously,2019,9.5,8.8,10.3,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Employment status,Not employed - Has worked previously,2020,8.2,7.4,9.0,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Employment status,Not employed - Has worked previously,2021,6.6,6.0,7.2,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Employment status,Not employed - Has worked previously,2022,6.3,5.7,7.0,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Employment status,Not employed - Has worked previously,2023,8.1,7.4,8.8,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Employment status,Not employed - Has worked previously,2024,6.8,6.2,7.4,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Employment status,Not employed - Has never worked,2019,2.9,1.5,5.1,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Employment status,Not employed - Has never worked,2020,7.6,3.8,13.1,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Employment status,Not employed - Has never worked,2021,2.6,1.0,5.3,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Employment status,Not employed - Has never worked,2023,2.2,0.8,4.6,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Employment status,Not employed - Has never worked,2024,1.9,0.6,4.3,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,Private,2019,4.7,3.9,5.6,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,Private,2020,3.5,2.8,4.2,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,Private,2021,3.1,2.4,3.9,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,Private,2022,3.7,2.9,4.7,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,Private,2023,3.9,3.2,4.7,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,Private,2024,3.8,3.0,4.7,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,Medicare and Medicaid,2019,3.3,1.7,5.5,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,Medicare and Medicaid,2020,3.0,1.4,5.5,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,Medicare and Medicaid,2021,4.0,2.2,6.6,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,Medicare and Medicaid,2022,3.0,1.6,5.1,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,Medicare and Medicaid,2023,3.3,2.1,4.8,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,Medicare and Medicaid,2024,3.6,2.3,5.2,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,Medicare Advantage,2019,6.4,5.3,7.7,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,Medicare Advantage,2020,5.1,4.1,6.2,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,Medicare Advantage,2021,4.1,3.2,5.0,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,Medicare Advantage,2022,4.3,3.4,5.4,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,Medicare Advantage,2023,4.9,4.1,5.9,Skipped Medication
Did not take medication as prescribed to save money,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,Medicare Advantage,2024,4.3,3.5,5.2,Skipped Medication
